,FL_DATE,OP_UNIQUE_CARRIER,OP_CARRIER_AIRLINE_ID,OP_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,ORIGIN_CITY_NAME,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,DEST_CITY_NAME,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DELAY_GROUP,DEP_TIME_BLK,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DELAY_GROUP,ARR_TIME_BLK,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,FLIGHTS,DISTANCE,DISTANCE_GROUP,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,Unnamed: 44
672,2018-07-01,AA,19805,AA,N324RA,2669,12953,1295304,31703,LGA,"New York, NY",13303,1330303,32467,MIA,"Miami, FL",1330,1427.0,57.0,3.0,1300-1359,23.0,1450.0,1709.0,54.0,1649,1803.0,74.0,4.0,1600-1659,0.0,,0.0,199.0,216.0,139.0,1.0,1096.0,5,57.0,0.0,17.0,0.0,0.0,
687,2018-07-01,AA,19805,AA,N314RH,2809,12953,1295304,31703,LGA,"New York, NY",13303,1330303,32467,MIA,"Miami, FL",1929,1926.0,-3.0,-1.0,1900-1959,11.0,1937.0,2157.0,4.0,2250,2201.0,-49.0,-2.0,2200-2259,0.0,,0.0,201.0,155.0,140.0,1.0,1096.0,5,,,,,,
700,2018-07-01,DL,19790,DL,N624AG,212,12478,1247805,31703,JFK,"New York, NY",12892,1289208,32575,LAX,"Los Angeles, CA",1755,1759.0,4.0,0.0,1700-1759,17.0,1816.0,2028.0,7.0,2125,2035.0,-50.0,-2.0,2100-2159,0.0,,0.0,390.0,336.0,312.0,1.0,2475.0,10,,,,,,
717,2018-07-01,DL,19790,DL,N178DN,400,12478,1247805,31703,JFK,"New York, NY",12892,1289208,32575,LAX,"Los Angeles, CA",1530,1546.0,16.0,1.0,1500-1559,23.0,1609.0,1820.0,13.0,1900,1833.0,-27.0,-2.0,1900-1959,0.0,,0.0,390.0,347.0,311.0,1.0,2475.0,10,,,,,,
728,2018-07-01,DL,19790,DL,N706TW,421,12478,1247805,31703,JFK,"New York, NY",12892,1289208,32575,LAX,"Los Angeles, CA",1935,1936.0,1.0,0.0,1900-1959,38.0,2014.0,2225.0,11.0,2309,2236.0,-33.0,-2.0,2300-2359,0.0,,0.0,394.0,360.0,311.0,1.0,2475.0,10,,,,,,
729,2018-07-01,DL,19790,DL,N833MH,424,12478,1247805,31703,JFK,"New York, NY",12892,1289208,32575,LAX,"Los Angeles, CA",700,729.0,29.0,1.0,0700-0759,17.0,746.0,938.0,16.0,1010,954.0,-16.0,-2.0,1000-1059,0.0,,0.0,370.0,325.0,292.0,1.0,2475.0,10,,,,,,
738,2018-07-01,DL,19790,DL,N829MH,458,12478,1247805,31703,JFK,"New York, NY",12892,1289208,32575,LAX,"Los Angeles, CA",1359,1357.0,-2.0,-1.0,1300-1359,16.0,1413.0,1619.0,7.0,1715,1626.0,-49.0,-2.0,1700-1759,0.0,,0.0,376.0,329.0,306.0,1.0,2475.0,10,,,,,,
742,2018-07-01,DL,19790,DL,N853NW,472,12478,1247805,31703,JFK,"New York, NY",12892,1289208,32575,LAX,"Los Angeles, CA",945,954.0,9.0,0.0,0900-0959,27.0,1021.0,1218.0,19.0,1300,1237.0,-23.0,-2.0,1300-1359,0.0,,0.0,375.0,343.0,297.0,1.0,2475.0,10,,,,,,
752,2018-07-01,DL,19790,DL,N713TW,747,12478,1247805,31703,JFK,"New York, NY",12892,1289208,32575,LAX,"Los Angeles, CA",1155,1156.0,1.0,0.0,1100-1159,24.0,1220.0,1422.0,6.0,1459,1428.0,-31.0,-2.0,1400-1459,0.0,,0.0,364.0,332.0,302.0,1.0,2475.0,10,,,,,,
802,2018-07-01,DL,19790,DL,N356NW,1431,12953,1295304,31703,LGA,"New York, NY",13303,1330303,32467,MIA,"Miami, FL",1940,2003.0,23.0,1.0,1900-1959,14.0,2017.0,2234.0,4.0,2303,2238.0,-25.0,-2.0,2300-2359,0.0,,0.0,203.0,155.0,137.0,1.0,1096.0,5,,,,,,
824,2018-07-01,DL,19790,DL,N358NB,1704,12953,1295304,31703,LGA,"New York, NY",13303,1330303,32467,MIA,"Miami, FL",1305,1258.0,-7.0,-1.0,1300-1359,21.0,1319.0,1602.0,10.0,1623,1612.0,-11.0,-1.0,1600-1659,0.0,,0.0,198.0,194.0,163.0,1.0,1096.0,5,,,,,,
825,2018-07-01,DL,19790,DL,N377NW,1722,12953,1295304,31703,LGA,"New York, NY",13303,1330303,32467,MIA,"Miami, FL",1530,1527.0,-3.0,-1.0,1500-1559,20.0,1547.0,1804.0,13.0,1901,1817.0,-44.0,-2.0,1900-1959,0.0,,0.0,211.0,170.0,137.0,1.0,1096.0,5,,,,,,
830,2018-07-01,DL,19790,DL,N315NB,1809,12953,1295304,31703,LGA,"New York, NY",13303,1330303,32467,MIA,"Miami, FL",705,701.0,-4.0,-1.0,0700-0759,14.0,715.0,940.0,3.0,1012,943.0,-29.0,-2.0,1000-1059,0.0,,0.0,187.0,162.0,145.0,1.0,1096.0,5,,,,,,
836,2018-07-01,DL,19790,DL,N341NW,1879,12953,1295304,31703,LGA,"New York, NY",13303,1330303,32467,MIA,"Miami, FL",1059,1058.0,-1.0,-1.0,1000-1059,21.0,1119.0,1352.0,7.0,1419,1359.0,-20.0,-2.0,1400-1459,0.0,,0.0,200.0,181.0,153.0,1.0,1096.0,5,,,,,,
869,2018-07-01,DL,19790,DL,N350DN,2175,12478,1247805,31703,JFK,"New York, NY",13303,1330303,32467,MIA,"Miami, FL",1120,1110.0,-10.0,-1.0,1100-1159,20.0,1130.0,1356.0,10.0,1430,1406.0,-24.0,-2.0,1400-1459,0.0,,0.0,190.0,176.0,146.0,1.0,1089.0,5,,,,,,
872,2018-07-01,DL,19790,DL,N802DN,2190,12478,1247805,31703,JFK,"New York, NY",13303,1330303,32467,MIA,"Miami, FL",805,800.0,-5.0,-1.0,0800-0859,20.0,820.0,1039.0,6.0,1120,1045.0,-35.0,-2.0,1100-1159,0.0,,0.0,195.0,165.0,139.0,1.0,1089.0,5,,,,,,
878,2018-07-01,DL,19790,DL,N368NW,2244,12478,1247805,31703,JFK,"New York, NY",13303,1330303,32467,MIA,"Miami, FL",1929,1954.0,25.0,1.0,1900-1959,47.0,2041.0,2256.0,8.0,2304,2304.0,0.0,0.0,2300-2359,0.0,,0.0,215.0,190.0,135.0,1.0,1089.0,5,,,,,,
899,2018-07-01,DL,19790,DL,N347NW,2385,12478,1247805,31703,JFK,"New York, NY",13303,1330303,32467,MIA,"Miami, FL",1515,1507.0,-8.0,-1.0,1500-1559,24.0,1531.0,1748.0,4.0,1845,1752.0,-53.0,-2.0,1800-1859,0.0,,0.0,210.0,165.0,137.0,1.0,1089.0,5,,,,,,
1011,2018-07-01,YX,20452,YX,N417YX,4563,12953,1295304,31703,LGA,"New York, NY",13303,1330303,32467,MIA,"Miami, FL",933,926.0,-7.0,-1.0,0900-0959,37.0,1003.0,1236.0,10.0,1255,1246.0,-9.0,-1.0,1200-1259,0.0,,0.0,202.0,200.0,153.0,1.0,1096.0,5,,,,,,
1175,2018-07-01,AS,19930,AS,N627VA,1407,12478,1247805,31703,JFK,"New York, NY",12892,1289208,32575,LAX,"Los Angeles, CA",900,924.0,24.0,1.0,0900-0959,27.0,951.0,1153.0,12.0,1218,1205.0,-13.0,-1.0,1200-1259,0.0,,0.0,378.0,341.0,302.0,1.0,2475.0,10,,,,,,
1176,2018-07-01,AS,19930,AS,N836VA,1409,12478,1247805,31703,JFK,"New York, NY",12892,1289208,32575,LAX,"Los Angeles, CA",1130,1136.0,6.0,0.0,1100-1159,23.0,1159.0,1405.0,6.0,1441,1411.0,-30.0,-2.0,1400-1459,0.0,,0.0,371.0,335.0,306.0,1.0,2475.0,10,,,,,,
1177,2018-07-01,AS,19930,AS,N927VA,1411,12478,1247805,31703,JFK,"New York, NY",12892,1289208,32575,LAX,"Los Angeles, CA",1300,1303.0,3.0,0.0,1300-1359,24.0,1327.0,1528.0,15.0,1611,1543.0,-28.0,-2.0,1600-1659,0.0,,0.0,371.0,340.0,301.0,1.0,2475.0,10,,,,,,
1179,2018-07-01,AS,19930,AS,N837VA,1413,12478,1247805,31703,JFK,"New York, NY",12892,1289208,32575,LAX,"Los Angeles, CA",1644,1642.0,-2.0,-1.0,1600-1659,19.0,1701.0,1914.0,5.0,2012,1919.0,-53.0,-2.0,2000-2059,0.0,,0.0,388.0,337.0,313.0,1.0,2475.0,10,,,,,,
1180,2018-07-01,AS,19930,AS,N853VA,1415,12478,1247805,31703,JFK,"New York, NY",12892,1289208,32575,LAX,"Los Angeles, CA",2025,2020.0,-5.0,-1.0,2000-2059,34.0,2054.0,2303.0,16.0,2,2319.0,-43.0,-2.0,0001-0559,0.0,,0.0,397.0,359.0,309.0,1.0,2475.0,10,,,,,,
1552,2018-07-01,B6,20409,B6,N978JB,23,12478,1247805,31703,JFK,"New York, NY",12892,1289208,32575,LAX,"Los Angeles, CA",559,559.0,0.0,0.0,0001-0559,19.0,618.0,830.0,10.0,853,840.0,-13.0,-1.0,0800-0859,0.0,,0.0,354.0,341.0,312.0,1.0,2475.0,10,,,,,,
1606,2018-07-01,B6,20409,B6,N981JB,223,12478,1247805,31703,JFK,"New York, NY",12892,1289208,32575,LAX,"Los Angeles, CA",830,829.0,-1.0,-1.0,0800-0859,25.0,854.0,1059.0,12.0,1133,1111.0,-22.0,-2.0,1100-1159,0.0,,0.0,363.0,342.0,305.0,1.0,2475.0,10,,,,,,
1624,2018-07-01,B6,20409,B6,N983JB,323,12478,1247805,31703,JFK,"New York, NY",12892,1289208,32575,LAX,"Los Angeles, CA",932,929.0,-3.0,-1.0,0900-0959,13.0,942.0,1139.0,6.0,1235,1145.0,-50.0,-2.0,1200-1259,0.0,,0.0,363.0,316.0,297.0,1.0,2475.0,10,,,,,,
1697,2018-07-01,B6,20409,B6,N945JB,1323,12478,1247805,31703,JFK,"New York, NY",12892,1289208,32575,LAX,"Los Angeles, CA",1525,1529.0,4.0,0.0,1500-1559,27.0,1556.0,1802.0,5.0,1841,1807.0,-34.0,-2.0,1800-1859,0.0,,0.0,376.0,338.0,306.0,1.0,2475.0,10,,,,,,
1724,2018-07-01,B6,20409,B6,N923JB,1523,12478,1247805,31703,JFK,"New York, NY",12892,1289208,32575,LAX,"Los Angeles, CA",1647,1642.0,-5.0,-1.0,1600-1659,18.0,1700.0,1905.0,9.0,2008,1914.0,-54.0,-2.0,2000-2059,0.0,,0.0,381.0,332.0,305.0,1.0,2475.0,10,,,,,,
1733,2018-07-01,B6,20409,B6,N985JB,1623,12478,1247805,31703,JFK,"New York, NY",12892,1289208,32575,LAX,"Los Angeles, CA",1930,1930.0,0.0,0.0,1900-1959,34.0,2004.0,2210.0,50.0,2253,2300.0,7.0,0.0,2200-2259,0.0,,0.0,383.0,390.0,306.0,1.0,2475.0,10,,,,,,
1742,2018-07-01,B6,20409,B6,N993JB,1723,12478,1247805,31703,JFK,"New York, NY",12892,1289208,32575,LAX,"Los Angeles, CA",2129,2134.0,5.0,0.0,2100-2159,31.0,2205.0,18.0,7.0,44,25.0,-19.0,-2.0,0001-0559,0.0,,0.0,375.0,351.0,313.0,1.0,2475.0,10,,,,,,
1750,2018-07-01,B6,20409,B6,N984JB,1823,12478,1247805,31703,JFK,"New York, NY",12892,1289208,32575,LAX,"Los Angeles, CA",2250,2251.0,1.0,0.0,2200-2259,29.0,2320.0,129.0,8.0,200,137.0,-23.0,-2.0,0001-0559,0.0,,0.0,370.0,346.0,309.0,1.0,2475.0,10,,,,,,
1791,2018-07-01,B6,20409,B6,N969JB,523,12478,1247805,31703,JFK,"New York, NY",12892,1289208,32575,LAX,"Los Angeles, CA",1237,1229.0,-8.0,-1.0,1200-1259,29.0,1258.0,1504.0,17.0,1535,1521.0,-14.0,-1.0,1500-1559,0.0,,0.0,358.0,352.0,306.0,1.0,2475.0,10,,,,,,
2147,2018-07-02,B6,20409,B6,N983JB,23,12478,1247805,31703,JFK,"New York, NY",12892,1289208,32575,LAX,"Los Angeles, CA",559,557.0,-2.0,-1.0,0001-0559,17.0,614.0,825.0,10.0,853,835.0,-18.0,-2.0,0800-0859,0.0,,0.0,354.0,338.0,311.0,1.0,2475.0,10,,,,,,
2180,2018-07-02,B6,20409,B6,N945JB,123,12478,1247805,31703,JFK,"New York, NY",12892,1289208,32575,LAX,"Los Angeles, CA",730,726.0,-4.0,-1.0,0700-0759,13.0,739.0,944.0,32.0,1027,1016.0,-11.0,-1.0,1000-1059,0.0,,0.0,357.0,350.0,305.0,1.0,2475.0,10,,,,,,
2202,2018-07-02,B6,20409,B6,N980JB,223,12478,1247805,31703,JFK,"New York, NY",12892,1289208,32575,LAX,"Los Angeles, CA",830,900.0,30.0,2.0,0800-0859,15.0,915.0,1107.0,8.0,1133,1115.0,-18.0,-2.0,1100-1159,0.0,,0.0,363.0,315.0,292.0,1.0,2475.0,10,,,,,,
2220,2018-07-02,B6,20409,B6,N937JB,323,12478,1247805,31703,JFK,"New York, NY",12892,1289208,32575,LAX,"Los Angeles, CA",932,939.0,7.0,0.0,0900-0959,20.0,959.0,1203.0,9.0,1235,1212.0,-23.0,-2.0,1200-1259,0.0,,0.0,363.0,333.0,304.0,1.0,2475.0,10,,,,,,
2293,2018-07-02,B6,20409,B6,N976JB,1323,12478,1247805,31703,JFK,"New York, NY",12892,1289208,32575,LAX,"Los Angeles, CA",1525,1525.0,0.0,0.0,1500-1559,50.0,1615.0,1831.0,5.0,1841,1836.0,-5.0,-1.0,1800-1859,0.0,,0.0,376.0,371.0,316.0,1.0,2475.0,10,,,,,,
2321,2018-07-02,B6,20409,B6,N942JB,1523,12478,1247805,31703,JFK,"New York, NY",12892,1289208,32575,LAX,"Los Angeles, CA",1647,1637.0,-10.0,-1.0,1600-1659,29.0,1706.0,1927.0,4.0,2008,1931.0,-37.0,-2.0,2000-2059,0.0,,0.0,381.0,354.0,321.0,1.0,2475.0,10,,,,,,
2329,2018-07-02,B6,20409,B6,N944JB,1623,12478,1247805,31703,JFK,"New York, NY",12892,1289208,32575,LAX,"Los Angeles, CA",1930,1936.0,6.0,0.0,1900-1959,54.0,2030.0,2245.0,16.0,2253,2301.0,8.0,0.0,2200-2259,0.0,,0.0,383.0,385.0,315.0,1.0,2475.0,10,,,,,,
2338,2018-07-02,B6,20409,B6,N945JB,1723,12478,1247805,31703,JFK,"New York, NY",12892,1289208,32575,LAX,"Los Angeles, CA",2129,2146.0,17.0,1.0,2100-2159,14.0,2200.0,6.0,19.0,44,25.0,-19.0,-2.0,0001-0559,0.0,,0.0,375.0,339.0,306.0,1.0,2475.0,10,,,,,,
2345,2018-07-02,B6,20409,B6,N979JB,1823,12478,1247805,31703,JFK,"New York, NY",12892,1289208,32575,LAX,"Los Angeles, CA",2250,1.0,71.0,4.0,2200-2259,16.0,17.0,218.0,7.0,200,225.0,25.0,1.0,0001-0559,0.0,,0.0,370.0,324.0,301.0,1.0,2475.0,10,0.0,0.0,0.0,0.0,25.0,
2384,2018-07-02,B6,20409,B6,N969JB,523,12478,1247805,31703,JFK,"New York, NY",12892,1289208,32575,LAX,"Los Angeles, CA",1237,1233.0,-4.0,-1.0,1200-1259,22.0,1255.0,1454.0,7.0,1535,1501.0,-34.0,-2.0,1500-1559,0.0,,0.0,358.0,328.0,299.0,1.0,2475.0,10,,,,,,
2524,2018-07-02,YX,20452,YX,N404YX,4563,12953,1295304,31703,LGA,"New York, NY",13303,1330303,32467,MIA,"Miami, FL",933,933.0,0.0,0.0,0900-0959,17.0,950.0,1215.0,8.0,1255,1223.0,-32.0,-2.0,1200-1259,0.0,,0.0,202.0,170.0,145.0,1.0,1096.0,5,,,,,,
2688,2018-07-02,AS,19930,AS,N639VA,1399,12478,1247805,31703,JFK,"New York, NY",12892,1289208,32575,LAX,"Los Angeles, CA",700,655.0,-5.0,-1.0,0700-0759,20.0,715.0,920.0,7.0,1018,927.0,-51.0,-2.0,1000-1059,0.0,,0.0,378.0,332.0,305.0,1.0,2475.0,10,,,,,,
2691,2018-07-02,AS,19930,AS,N849VA,1407,12478,1247805,31703,JFK,"New York, NY",12892,1289208,32575,LAX,"Los Angeles, CA",900,856.0,-4.0,-1.0,0900-0959,22.0,918.0,1126.0,10.0,1218,1136.0,-42.0,-2.0,1200-1259,0.0,,0.0,378.0,340.0,308.0,1.0,2475.0,10,,,,,,
2692,2018-07-02,AS,19930,AS,N286VA,1409,12478,1247805,31703,JFK,"New York, NY",12892,1289208,32575,LAX,"Los Angeles, CA",1130,1125.0,-5.0,-1.0,1100-1159,46.0,1211.0,1415.0,4.0,1441,1419.0,-22.0,-2.0,1400-1459,0.0,,0.0,371.0,354.0,304.0,1.0,2475.0,10,,,,,,
2693,2018-07-02,AS,19930,AS,N845VA,1411,12478,1247805,31703,JFK,"New York, NY",12892,1289208,32575,LAX,"Los Angeles, CA",1300,1300.0,0.0,0.0,1300-1359,20.0,1320.0,1527.0,9.0,1611,1536.0,-35.0,-2.0,1600-1659,0.0,,0.0,371.0,336.0,307.0,1.0,2475.0,10,,,,,,
